date,PM2.5,PM10,NO2,SO2,CO,O3,temperature,humidity,wind_speed,pressure,AQI
2020-01-01 00:00:00,42.450712295168486,67.37346617745803,44.01190685753008,9.160425562067608,0.7880322565140001,30.618323157198375,15.497878080659785,55.568006112299216,10.698258371079483,989.0391771166958,46.05330876824307
2020-01-01 01:00:00,32.92603548243223,52.13322375345279,24.393391861853793,11.272941275557901,0.8404452742754069,24.712369658389164,21.821413979589106,31.180367309501626,10.325123155943901,1006.2101965353687,39.61578530254445
2020-01-01 02:00:00,44.715328071510385,60.57489645869635,17.915932330895373,14.036811337102296,2.224906047892963,21.2461741531863,29.274919189091065,79.17632612935344,14.066402030322966,1008.1942558679752,38.01696454565961
2020-01-01 03:00:00,57.84544784612038,85.56903725214598,9.862856073871729,11.071128638320944,1.2003414094787412,51.19498368206696,25.728748850047307,82.55372589032858,5.780730612875503,994.2510793595246,25.42828786281838
2020-01-01 04:00:00,31.48769937914996,63.82198136039807,6.968603237440551,8.747925786925187,1.5910650007657297,41.788984534082076,18.18768016176545,21.053150517183717,1.2816369880173202,1001.4258420978457,29.004019005044487
2020-01-01 05:00:00,31.48794564576229,60.92873096312297,9.158640569945103,11.13526542225426,0.8045503091662234,50.69108096407665,25.050185249475348,79.569156113331,10.784115080490967,993.1916352907737,20.24649394042944
2020-01-01 06:00:00,58.688192232610874,32.802877180401616,27.671266510114833,8.434663499290673,0.8100735268891806,55.35709029182269,12.747717478050856,43.78942740356747,11.40615246109302,1012.6167616430263,35.519702599591454
2020-01-01 07:00:00,46.51152093729363,74.92507132054442,30.08725023229934,8.071709129854867,1.7409924046249712,48.984254897588,34.20213916718637,77.13951073965572,17.447997047238246,1021.1876597084881,51.580508829566995
2020-01-01 08:00:00,27.95788421097572,72.9096836228215,9.188092979678666,6.9457572928588025,0.5252118942242339,54.86644764225561,23.35772784402999,58.63107014667169,3.6481897683745688,1024.0677451862432,36.37608835860519
2020-01-01 09:00:00,43.13840065378947,103.2650944661092,33.950383140761154,12.690240076496325,0.9923931160473642,43.95701570636596,33.94839955404261,60.575511281619974,15.7734688335836,1017.1478446207924,58.12982089965644
2020-01-01 10:00:00,28.048734607813067,53.844435300939985,20.169389483165606,5.544714002173996,1.2170137055361159,27.19509917541383,20.787746503231656,56.298047011575626,21.837071820135606,1003.3660365880144,30.381892719225238
2020-01-01 11:00:00,28.014053696446148,64.38300655327878,26.467930119855495,12.597103174034348,1.255686300920026,60.86721271231194,20.811392092747337,84.24258408466972,8.111175562387615,993.6793484148004,22.78310839522112
2020-01-01 12:00:00,38.629434073490515,64.9876736742151,41.122206282554245,9.499592371221114,1.1104533574919218,36.1633180082831,18.88650570689723,35.208239749499434,3.54528890253388,995.431313005985,12.031728107659731
2020-01-01 13:00:00,6.300796330133032,91.5490655952695,33.96839315865532,3.802081475594175,1.3979098905479614,30.966055518563614,32.0093914535446,72.15680677470017,7.965128168133145,1000.310174227455,31.94830607308677
2020-01-01 14:00:00,9.126232512304508,58.09408935226096,22.314693520941677,9.102947878974264,1.5464278779089058,42.331231862934025,19.324550741372192,82.02660329779101,10.070024836856904,1004.1114030196433,22.979249343901564
2020-01-01 15:00:00,26.56568706138541,65.58043051540679,16.088077745847126,1.6999204770451275,1.567318772729665,31.307836210552303,30.15676345932141,74.32680161080822,12.818939375034573,1011.4025150200841,18.75244584611555
2020-01-01 16:00:00,19.80753319498364,72.15793019433079,3.4818459867069507,9.876524050493106,0.7070980956660866,38.73854427015851,21.94038081864568,100.0,7.043026350809763,1002.8583578187303,10.758994253993208
2020-01-01 17:00:00,39.71370998892911,63.73218246312716,17.808466807575797,10.655694448966972,1.0579224510356013,50.160808823452,9.192293600867043,49.42106474550602,17.77599267073671,1016.3897589366826,28.679870389231503
2020-01-01 18:00:00,21.37963886718184,51.071327708989436,22.888697611723057,6.222932133043839,1.7973814309384688,50.2251260886919,20.437487457708272,79.14609645187062,4.427338424959691,1010.6772649720052,26.452347264765155
2020-01-01 19:00:00,13.815444479970626,63.88179985796615,15.12820472848816,8.370643087866746,1.6473235937869362,31.53254900361556,15.567134285097215,57.87818729317159,1.303974239136,1013.1054571174103,31.580681280629246
